error,frequency (percentage)
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|si&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|sd&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|sn&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|st&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|sr&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|sm&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|ta&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|ru&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|ro&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|pa&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|pt&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|pl&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|fa&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|ps&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|no&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|ne&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|mn&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|mr&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|mi&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|tg&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|te&hl=en&anno=0&ie=UTF8',0.010399
nonnumeric port: '//www.office.com/v2/OfficeHome.All&response_mode=form_post&nonce=638276447503657653.ZWYyMDVmYTUtOWQ2NC00N2E5LWFiMzAtZWI4N2IyMWY2MmEyZTg0OTQ2NGEtNTRhMC00NTNjLTg3MGItM2U0ZWUwYmM4ZjUw&ui_locales=en-US&mkt=en-US&client-request-id=88fa71dd-461c-42ad-8ab9-a501e213b0f3&state=mqIJMduUvOpurk2xx8CWKMVxhrZXx8_2HhY2TAXOTszSCQZrTcMVRdM3Nl_EyEBQzkLjujRvJgUVOfrIKcJQoZrN8Dnf5eOLbnkdBv-sqN-D2b9SdWgwPhfARiy56PF_TjPDrB_RU6Amrxpz3_JIRktJ75GF-kyfnLhagEW1wRhZBwF2PtIUIPUDrV45C8aVlDW2I9GJn7jpw_YRHC23Q2G0LKDFNsPNzmdlUTDRaaTDHrrWssRXSVEMIj8k3z3gDnBP7DrZ0Hrq6-ifkajnwg&x-client-SKU=ID_NET6_0&x-client-ver=6.30.1.0',0.010399
URL can't contain control characters. '/academic-programs/courses/VT course syllabi/Fall 2022/CS59200-DOM F22 Bullins.pdf' (found at least ' '),0.010399
'utf-8' codec can't decode byte 0x92 in position 9115: invalid start byte,0.010399
URL can't contain control characters. '/directory?q=David Cochran' (found at least ' '),0.010399
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'ltcc.omniweb.cloud'. (_ssl.c:1129)",0.010399
URL can't contain control characters. '/academic-programs/courses/VT course syllabi/Fall 2022/CS59300-MLT F22 Hanneke.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/academic-programs/courses/VT course syllabi/Fall 2022/CS59300-HAI F22 T Zhang.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/academic-programs/courses/VT course syllabi/Fall 2022/CS59300-CLG F22 P Li.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/academic-programs/courses/VT course syllabi/Fall 2022/CS59300-ACA F22 Qian.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/academic-programs/courses/VT course syllabi/Fall 2022/CS59200-TMP F22 Yeh.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/academic-programs/courses/VT course syllabi/Fall 2022/CS59200-RSS F22 Fonseca.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/academic-programs/courses/VT course syllabi/Fall 2022/CS59200-PML F22 R Zhang.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/academic-programs/courses/VT course syllabi/Fall 2022/CS59200-NPS F22 Samanta.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/academic-programs/courses/VT course syllabi/Fall 2022/CS59200-MDH F22.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/academic-programs/courses/VT course syllabi/Fall 2022/CS59200-BDS F22 Aref.pdf' (found at least ' '),0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|th&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|undefined&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|zu&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|yo&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|yi&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|xh&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|fy&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|cy&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|vi&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|uz&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|ur&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|uk&hl=en&anno=0&ie=UTF8',0.010399
unknown url type: '//translate.google.com/translate?u=https%3A%2F%2Fcatalog.bccc.edu%2F&langpair=en|tr&hl=en&anno=0&ie=UTF8',0.010399
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.shopthehoundstore.com'. (_ssl.c:1129)",0.010399
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.txcrews.org'. (_ssl.c:1129)",0.010399
"HTTP Error 307: The HTTP server returned a redirect error that would lead to an infinite loop.
The last 30x error message was:
Temporary Redirect",0.010399
"URL can't contain control characters. '/?q=1301 20th Street SouthGreat Falls, Montana 59405&t=m' (found at least ' ')",0.010399
URL can't contain control characters. '/            /visit' (found at least ' '),0.010399
URL can't contain control characters. '/            /advancement' (found at least ' '),0.010399
[Errno 22] Invalid argument,0.010399
URL can't contain control characters. '/images/Downloads/2023-2024 SUNY FMCC Catalogv6.pdf' (found at least ' '),0.010399
'utf-8' codec can't decode byte 0xd0 in position 10: invalid continuation byte,0.010399
URL can't contain control characters. '/tel:(909) 607-3194' (found at least ' '),0.010399
'utf-8' codec can't decode byte 0xa9 in position 95233: invalid start byte,0.010399
URL can't contain control characters. '/images/Downloads/2023-2024 The Source 8.5x11 August 9 2023.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/images/Downloads/Student Bill of Rights PDF.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/ /academics/community/' (found at least ' '),0.010399
HTTP Error 400: Nothing to read,0.010399
URL can't contain control characters. '/Erx_Forms__Portal_Login?_ga=2.116078598.1473935828.1601302240-1030235882.1537543126&ga_source=(direct)&ga_medium=(none)&ga_campaign=(not set)&ga_gclid=(not set)&ga_term=(not set)&ga_content=(not set)&ga_clientId=302953339.1721636154&_ga=2.105766851.1338587840.1721636154-302953339.1721636154' (found at least ' '),0.010399
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'www.montclair.bkstr.com'. (_ssl.c:1129)",0.010399
URL can't contain control characters. '/            /future-students' (found at least ' '),0.010399
URL can't contain control characters. '/Erx_Forms__Portal_Login?ga_source=notes.services.box.com&ga_medium=referral&ga_campaign=(referral)&ga_gclid=&ga_term=&ga_content=/&ga_clientId=545941343.1597335301&_ga=2.255762440.1842919434.1612477508-545941343.1597335301&_gac=1.263294590.1611763235.CjwKCAiAu8SABhAxEiwAsodSZHcZp42EhwT3vtWnlCmczmJg_UEc6nxsWt7zV7yMKVdkxdJLlDajIhoCA9MQAvD_BwE&ga_source=(direct)&ga_medium=(none)&ga_campaign=(not set)&ga_gclid=(not set)&ga_term=(not set)&ga_content=(not set)&ga_clientId=302953339.1721636154&_ga=2.105766851.1338587840.1721636154-302953339.1721636154' (found at least ' '),0.010399
"[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'jcjc.catalog.acalog.com'. (_ssl.c:1129)",0.010399
URL can't contain control characters. '/Erx_Forms__Portal_Login?ga_source=(direct)&ga_medium=(none)&ga_campaign=(not set)&ga_gclid=(not set)&ga_term=(not set)&ga_content=(not set)&ga_clientId=302953339.1721636154&_ga=2.105766851.1338587840.1721636154-302953339.1721636154' (found at least ' '),0.010399
'utf-8' codec can't decode byte 0xb0 in position 10: invalid start byte,0.010399
'ascii' codec can't encode character '\xf1' in position 15: ordinal not in range(128),0.010399
'utf-8' codec can't decode byte 0xb1 in position 10: invalid start byte,0.010399
URL can't contain control characters. '/intent/tweet?u=u=http%3A%2F%2Fcatalog.polk.edu%2Fcontent.php%3Fcatoid%3D45%26navoid%3D3104&t=Check out this page at Polk State College' (found at least ' '),0.010399
URL can't contain control characters. '/sharer/sharer.php?u=http%3A%2F%2Fcatalog.polk.edu%2Fcontent.php%3Fcatoid%3D45%26navoid%3D3104&t=I am looking at the Course Descriptions page at Polk State College' (found at least ' '),0.010399
URL can't contain control characters. '/maps/dir/2300 W Main  Belleville  IL' (found at least ' '),0.010399
URL can't contain control characters. '/pdf/Eastern Kentucky University Full Catalog.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/pdf/Eastern Kentucky University Undergraduate Catalog.pdf' (found at least ' '),0.010399
URL can't contain control characters. '/maps/dir/404 W Martin St Building 1650  Scott AFB IL' (found at least ' '),0.010399
URL can't contain control characters. '/            /apply' (found at least ' '),0.010399
URL can't contain control characters. '/            /current-students' (found at least ' '),0.010399
'utf-8' codec can't decode byte 0x9c in position 124: invalid start byte,0.010399
URL can't contain control characters. '/            /programsearch' (found at least ' '),0.010399
URL can't contain control characters. '/            /deanofstudents' (found at least ' '),0.010399
URL can't contain control characters. '/            /studentlife' (found at least ' '),0.010399
URL can't contain control characters. '/            /studentengagement' (found at least ' '),0.010399
URL can't contain control characters. '/            /campuslife' (found at least ' '),0.010399
URL can't contain control characters. '/            /registrar/academic-calendars' (found at least ' '),0.010399
'utf-8' codec can't decode byte 0xa9 in position 25727: invalid start byte,0.010399
URL can't contain control characters. '/            /leadership' (found at least ' '),0.010399
